	uri	relation1.possiblyIdentical	headword.en	DELETE	headword.syr	sourceURI.headword.syr	DELETE	DELETE	citedRange.headword.syr	citationUnit.headword.syr	anonymousDesc.syr	sourceURI.anonymousDesc.syr	citedRange.anonymousDesc.syr	citationUnit.anonymousDesc.syr	DELETE	DELETE	gender1	sourceURI.gender1	citedRange.gender1	abstract.en	sourceURI.abstract.en	citedRange.abstract.en	date1	notBefore.date1	notAfter.date1	type.date1	sourceURI.date1	citedRange.date1	date2	date2.notBefore	date2.notAfter	date2.type	sourceURI.date2	citedRange.date2	name1.en	sourceURI.name1	DELETE?	citedRange.name1	citationUnit.name1	idno
	2244		Khosrow I Anoshirvan		ܟܣܪܘܢ	9KL93RUC	53; 80; 84; 275; 276; 314; 316; 317; 318; 320; 321; 333; 338	3.2.19; 3.2.21; 3.6.19; 3.6.20; 3.6.21; 3.6.22; 3.6.29; 3.6.34	53; 80; 84; 275; 276; 314; 316; 317; 318; 320; 321; 333; 338#3.2.19; 3.2.21; 3.6.19; 3.6.20; 3.6.21; 3.6.22; 3.6.29; 3.6.34	p#ch	ܡܠܟܐ ܕܦܪ̈ܣܝܐ / ܡܠܟ ܡܠܟ̈ܐ / ܦܪܣܝܐ	9KL93RUC	80; 81; 82; 83; 87; 88; 174; 275; 276; 279; 287; 288; 289; 291; 292; 293; 297; 299; 300; 301; 302; 305; 306; 307; 308; 314; 316; 317; 319; 320; 324; 333; 334#3.2.19; 3.2.20; 3.2.24; 3.3.40; 3.6.2; 3.6.5; 3.6.6; 3.6.7; 3.6.8; 3.6.9; 3.6.10; 3.6.11; 3.6.12; 3.6.18; 3.6.19; 3.6.20; 3.6.21; 3.6.23; 3.6.29	p#ch	80; 81; 82; 83; 87; 88; 174; 275; 276; 279; 287; 288; 289; 291; 292; 293; 297; 299; 300; 301; 302; 305; 306; 307; 308; 314; 316; 317; 319; 320; 324; 333; 334	3.2.19; 3.2.20; 3.2.24; 3.3.40; 3.6.2; 3.6.5; 3.6.6; 3.6.7; 3.6.8; 3.6.9; 3.6.10; 3.6.11; 3.6.12; 3.6.18; 3.6.19; 3.6.20; 3.6.21; 3.6.23; 3.6.29	http://syriaca.org/keyword/male	9KL93RUC	53; 80; 84; 275; 276; 314; 316; 317; 318; 320; 321; 333; 334	Khosrow was king of the Sasanian Empire and repeatedly waged war with the Roman Empire. He was Zoroastrian and occasionally persecuted the growing Christian minority, as is remembered for instance in Joh. Eph., EH 2.18-22. Yet at the same time, John depicts him, in EH 6.20-21, also as a wise and philosophically interested ruler, an image that is shared by other historians such as Agathias.	7K28WD3W	303-306	531-579	0531-09-01		floruit	7K28WD3W	303-306		0579-02-01	0579-03-31	death	7K28WD3W	303-306	Chosroes I Anoushirvan	7K28WD3W	PLRE 3	Chosroes I Anushirvan#303-306	entry#p	https://en.wikipedia.org/wiki/Khosrow_I
	2270		Leo I (emperor)		ܠܐܘܢ	9KL93RUC	264	3.5.14	264#3.5.14	p#ch							http://syriaca.org/keyword/male	9KL93RUC	264	Leo ruled as emperor in the eastern half of the Roman Empire from 457 to his death in 474.	6RXKPRGP	663-664	457-474			floruit	6RXKPRGP	663-664	0474-01-18			death	6RXKPRGP	663-664	Leo	6RXKPRGP	PLRE 2	Leo 6#663-664	entry#p	https://en.wikipedia.org/wiki/Leo_I_(emperor)
	2299		Leo I (pope)		ܠܐܘܢ	9KL93RUC	20; 32; 51; 101; 270	3.1.18; 3.1.24; 3.1.42; 3.2.35; 3.5.19	20; 32; 51; 101; 270#3.1.18; 3.1.24; 3.1.42; 3.2.35; 3.5.19	p#ch	ܦܦܐ ܕܪܗܘܡܐ	9KL93RUC	110#3.2.43	p#ch	110	3.2.43	http://syriaca.org/keyword/male	9KL93RUC	20; 32; 51; 101; 270	"Leo I was one of the most influential bishops of Rome, considerably enlarging the power of the papacy. He acted as leader of his city at a time when the western emperors increasingly became powerless figureheads. Theologically, he is famous as the author of the so-called ""Tome of Leo"", a treatise in which he insisted that Christ be understood in two natures, fully divine and fully human. This view was accepted at the council of Chalcedon in 451, but proved a decisive bone of contention with the supporters of a miaphysite Christology who accused Leo of splitting Christ into two."	N42AM4Q2	893	440-461	0440-09-29		floruit	N42AM4Q2	893	0461-10-11			death	N42AM4Q2	893						https://en.wikipedia.org/wiki/Pope_Leo_I
			Longinus		ܠܘܢܓܝܢܐ	9KL93RUC	182; 186; 187; 188; 189; 190; 191; 192; 197; 198; 208; 209; 232; 233; 234; 235; 236; 237; 238; 240; 241; 243	3.4.5; 3.4.8; 3.4.9; 3.4.10; 3.4.11; 3.4.13; 3.4.14; 3.4.22; 3.4.48; 3.4.49; 3.4.50; 3.4.51; 3.4.52; 3.4.53; 3.4.54	182; 186; 187; 188; 189; 190; 191; 192; 197; 198; 208; 209; 232; 233; 234; 235; 236; 237; 238; 240; 241; 243#3.4.5; 3.4.8; 3.4.9; 3.4.10; 3.4.11; 3.4.13; 3.4.14; 3.4.22; 3.4.48; 3.4.49; 3.4.50; 3.4.51; 3.4.52; 3.4.53; 3.4.54	p#ch							http://syriaca.org/keyword/male	9KL93RUC	182; 186; 187; 188; 189; 190; 191; 192; 197; 198; 208; 209; 232; 233; 234; 235; 236; 237; 238; 240; 241; 243	Longinus was a miaphysite priest from Alexandria. He was made bishop of the Nobades, a people in Nubia, soon after the death of Theodosius of Alexandria in 566, and travelled there to convert this people to Christianity, as is recorded in Joh. Eph., EH 4.8. In 575, he returned to Egypt and consecrated the abbot Theodore as patriarch of Alexandria. After attempting to mediate in the dispute between Paul and Jacob in Syria, he returned to Nubia and converted the people of Alodia.	MBTEGB67	224-229	566-580			floruit	MBTEGB67	224-229		0580-12-31		death	MBTEGB67	224-229						https://en.wikipedia.org/wiki/Longinus_(missionary)
			Magnus		ܡܓܢܐ	9KL93RUC	73; 119; 174; 175; 176; 177; 178	3.2.12; 3.3.40; 3.3.41; 3.3.42; 3.3.43	73; 119; 174; 175; 176; 177; 178#3.2.12; 3.3.40; 3.3.41; 3.3.42; 3.3.43	p#ch							http://syriaca.org/keyword/male	9KL93RUC	73; 119; 174; 175; 176; 177; 178	Of Syrian origin, Magnus held various high offices during the reigns of Justin II and Tiberius. As a Roman general in the east, he campaigned against the Persians in the 570s and was the main Roman contact for the Jafnid client king al-Mundhir, whom he helped to arrest in 581, as recorded in Joh. Eph., EH 3.40-43.	7K28WD3W	805-807	565-581	0565-11-14		floruit	7K28WD3W	805-807			0582-08-13	death	7K28WD3W	805-807	Magnus	7K28WD3W	PLRE 3	Magnus 2#805-807	entry#p	
			Marcellus (brother of Justin II)		ܡܪܩܘܠܘܣ	9KL93RUC	269	3.5.18	269#3.5.18	p#ch	ܐܚܘܗܝ	9KL93RUC	74#3.2.12	p#ch	74	3.2.12	http://syriaca.org/keyword/male	9KL93RUC	269	Marcellus was brother of Justin II and played, as patricius, an important role in Justin's accession ceremony in 565. Joh. Eph., EH 2.12, remembers that his wife Juliana was, in the early 570s, persecuted for her miaphysite convictions, but it is unclear if Marcellus himself was still alive at that point. Upon his accession, Maurice gave the large property that had belonged to Marcellus to his own relatives, as is stated in Joh. Eph., EH 5.18.	7K28WD3W	816-817	565			floruit	7K28WD3W	816-817		0565-12-31		death	7K28WD3W	816-817	Marcellus	7K28WD3W	PLRE 3	Marcellus 5#816-817	entry#p	https://en.wikipedia.org/wiki/Marcellus_(brother_of_Justin_II)
			Marcian (cousin of Justin II)		ܡܪܩܝܢܐ	9KL93RUC	275; 278; 279; 280; 282; 283; 284; 287; 288; 338	3.6.2; 3.6.3; 3.6.4; 3.6.5; 3.6.34	275; 278; 279; 280; 282; 283; 284; 287; 288; 338#3.6.2; 3.6.3; 3.6.4; 3.6.5; 3.6.34	p#ch							http://syriaca.org/keyword/male	9KL93RUC	275; 278; 279; 280; 282; 283; 284; 287; 288; 338	Marcian was a cousin of Justin II and commanded the troops against the Persians in the early 570s. Joh. Eph., EH 6.2-4, describes this campaign and how he eventually lost the trust of the emperor and was dismissed, with catastrophic consequences for the Roman army.	7K28WD3W	821-823	563-573			floruit	7K28WD3W	821-823			0573-12-31	death	7K28WD3W	821-823	Marcianus	7K28WD3W	PLRE 3	Marcianus 7#821-823	entry#p	https://en.wikipedia.org/wiki/Marcian_(cousin_of_Justin_II)
	2698		Marcian (emperor)		ܡܪܩܝܢܘܣ	9KL93RUC	264	3.5.14	264#3.5.14	p#ch							http://syriaca.org/keyword/male	9KL93RUC	264	After the death of Theodosius II in 450, the influential generals Aspar and Ardabur brought Marcian, a member of their retinue, to the throne. In order to legitimise the new emperor, a marriage with Theodosius' sister Pulcheria was organised. Marcian convoked the Council of Chalcedon in 451 and ruled until his death in early 457.	6RXKPRGP	714-715	450-457			floruit	6RXKPRGP	714-715	0457-01-27			death	6RXKPRGP	714-715	Marcianus	6RXKPRGP	PLRE 2	Marcianus 8#714-715	entry#p	https://en.wikipedia.org/wiki/Marcian
	1910		Maurice		ܡܘܪܝܩܐ	9KL93RUC	115; 167; 173; 174; 251; 252; 253; 262; 263; 264; 265; 268; 269; 270; 271; 273; 274; 275; 276; 309; 310; 311; 312; 313; 330; 331; 338; 339	3.2.49; 3.3.34; 3.3.40; 3.5.13; 3.5.14; 3.5.15; 3.5.18; 3.5.19; 3.5.20; 3.5.21; 3.5.22; 3.5.23; 3.6.14; 3.6.15; 3.6.16; 3.6.17; 3.6.27; 3.6.34; 3.6.35	115; 167; 173; 174; 251; 252; 253; 262; 263; 264; 265; 268; 269; 270; 271; 273; 274; 275; 276; 309; 310; 311; 312; 313; 330; 331; 338; 339#3.2.49; 3.3.34; 3.3.40; 3.5.13; 3.5.14; 3.5.15; 3.5.18; 3.5.19; 3.5.20; 3.5.21; 3.5.22; 3.5.23; 3.6.14; 3.6.15; 3.6.16; 3.6.17; 3.6.27; 3.6.34; 3.6.35	p#ch	ܡܠܟܐ	9KL93RUC	252; 265; 267; 268; 269; 270; 271; 272; 276; 340#3.5.15; 3.5.17; 3.5.18; 3.5.19; 3.5.21; 3.6.37	p#ch	252; 265; 267; 268; 269; 270; 271; 272; 276; 340	3.5.15; 3.5.17; 3.5.18; 3.5.19; 3.5.21; 3.6.37	http://syriaca.org/keyword/male	9KL93RUC	115; 167; 173; 174; 251; 252; 253; 262; 263; 264; 265; 268; 269; 270; 271; 273; 274; 275; 276; 309; 310; 311; 312; 313; 330; 331; 338; 339	Maurice was commander of the imperial bodyguard in the late 570s and led the Roman troops in the east in the war against the Sasanian Empire. The emperor Tiberius elevated him to the rank of Caesar shortly before his death, thereby designating him as his successor. During his reign, Maurice brought the war with the Sasanians to a successful completion in 591 and restored Roman rule in the Balkan provinces. He was a committed Chalcedonian, yet John of Ephesus is, in his Ecclesiastical History, quite positive towards him since he did not embark on a policy of persecution towards the miaphysites. Maurice was overthrown and murdered after an army mutiny in November 602.	7K28WD3W	855-860	582-602	0582-08-13		floruit	7K28WD3W	855-860	0602-11-27			death	7K28WD3W	855-860	Mauricius	7K28WD3W	PLRE 3	Fl. Mauricius Tiberius 4#855-860	entry#p	https://en.wikipedia.org/wiki/Maurice_(emperor)
			Mahbodh		ܡܒܘܕܝܣ	9KL93RUC	306	3.6.12	306#3.6.12	p#ch							http://syriaca.org/keyword/male	9KL93RUC	306	A member of the Persian nobility, Mahbodh (Mebodes in the Greek and Syriac sources) was dispatched as an envoy several times during the reigns of Khosrow I and Hormizd IV. Joh. Eph., EH 6.12, records that he led a Persian delegation to Dara in 576 to discuss peace with the Romans; the talks dragged on for more than a year and failed in the end.	7K28WD3W	868-870	c.567-589			floruit	7K28WD3W	868-870		0589-04-01	0589-08-31	death	7K28WD3W	868-870	Mebodes	7K28WD3W	PLRE 3	Mebodes 2#868-870	entry#p	https://en.wikipedia.org/wiki/Mahbod_(envoy)
	3238		Menas (patriarch of Constantinople)		ܡܐܝܢܐ	9KL93RUC	51	3.1.42	51#3.1.42	p#ch							http://syriaca.org/keyword/male	9KL93RUC	51	Before his accession to the episcopal throne of Constantinople, Menas, of Alexandrian origin, was director of the hospice of Samson. As patriarch, Menas defended the orthodoxy of the council of Chalcedon and supported Justinian in his condemnation of the Three Chapters and of Origenism, which brought him into repeated conflicts with the Roman bishop Vigilius.	BJFJXJJE	1339-1340	536-552	0536-03-13		floruit	BJFJXJJE	1339-1340		0552-08-24		death	BJFJXJJE	1339-1340	Menas Constantinopolitanus	JLMCGNS9	CPG	6923-6934#III, 310-312	entry#p	https://en.wikipedia.org/wiki/Menas_of_Constantinople
			al-Mundhir ibn Harith		ܡܢܕܪ ܒܪ ܚܪܬ	9KL93RUC	67; 119; 120; 173; 174; 175; 176; 178; 208; 209; 216; 217; 218; 219; 220; 221; 224; 225; 226; 227; 275; 276; 280; 281; 282; 283; 284; 286; 312; 313; 314	3.2.8; 3.3.40; 3.3.41; 3.3.42; 3.3.43; 3.4.21; 3.4.22; 3.4.36; 3.4.39; 3.4.40; 3.4.41; 3.4.42; 3.4.43; 3.6.3; 3.6.4; 3.6.16; 3.6.17; 3.6.18	67; 119; 120; 173; 174; 175; 176; 178; 208; 209; 216; 217; 218; 219; 220; 221; 224; 225; 226; 227; 275; 276; 280; 281; 282; 283; 284; 286; 312; 313; 314#3.2.8; 3.3.40; 3.3.41; 3.3.42; 3.3.43; 3.4.21; 3.4.22; 3.4.36; 3.4.39; 3.4.40; 3.4.41; 3.4.42; 3.4.43; 3.6.3; 3.6.4; 3.6.16; 3.6.17; 3.6.18	p#ch	ܡܠܟܐ	9KL93RUC	177#3.3.42	p#ch	177	3.3.42	http://syriaca.org/keyword/male	9KL93RUC	67; 119; 120; 173; 174; 175; 176; 178; 208; 209; 216; 217; 218; 219; 220; 221; 224; 225; 226; 227; 275; 276; 280; 281; 282; 283; 284; 286; 312; 313; 314	As ruler of the Jafnid confederation on Rome's eastern desert border, al-Mundhir (Alamundaros in the Greek sources) succeeded his father al-Harith and was an important ally in the wars against Persia in the 570s and 580s and received a royal diadem from Tiberius II in 580. He was a miaphysite and repeatedly laboured for the ultimately unsuccessful reconciliation between different factions within the miaphysite movement, as is narrated in Joh. Eph., EH 4.39-43.	7K28WD3W	34-37	570-581	0570-01-01		floruit	7K28WD3W	34-37		0581-12-31		death	7K28WD3W	34-37	Alamundarus	7K28WD3W	PLRE 3	Alamundarus#34-37	entry#p	https://en.wikipedia.org/wiki/Al-Mundhir_III_ibn_al-Harith
			Narses (patricius)		ܢܪܣܝܣ	9KL93RUC	48; 254; 276; 332	3.1.39; 3.5.2; 3.6.28	48; 254; 276; 332#3.1.39; 3.5.2; 3.6.28	p#ch	ܩܒܘܩܠܪܐ ܚܕ ܡܗܝܡܢܐ	9KL93RUC	112#3.2.46	p#ch	112	3.2.46	http://syriaca.org/keyword/male	9KL93RUC	48; 254; 276; 332	A eunuch from Persarmenia, Narses rose to become one of the most important generals of Justinian. He completed the conquest of Italy in the 550s and ruled the peninsula as patricius before being recalled to Constantinople by Justin II. Joh. Eph., EH 1.39, remembers him as founder of a monastery in Bithynia.	7K28WD3W	912-928	c.478-c.573			floruit	7K28WD3W	912-928		0573-01-01	0574-12-31	death	7K28WD3W	912-928	Narses	7K28WD3W	PLRE 3	Narses 1#912-928	entry#p	https://en.wikipedia.org/wiki/Narses
			Narses (spatharius)		ܢܪܣܝܣ	9KL93RUC	335; 336	3.6.30; 3.6.31; 3.6.32	335; 336#3.6.30; 3.6.31; 3.6.32	p#ch							http://syriaca.org/keyword/male	9KL93RUC	335; 336	Narses was a bodyguard of Justin II in late 565 and became, as sacellarius, responsible for the repair of the walls of Constantinople. In late 581, he was, as protospatharius, sent to the Avars who threatened to take Sirmium, yet he fell ill and died before reaching them, as recorded in Joh. Eph., EH 6.30 and 31.	7K28WD3W	930-931	565-581			floruit	7K28WD3W	930-931			0581-12-31	death	7K28WD3W	930-931	Narses	7K28WD3W	PLRE 3	Narses 4#930-931	entry#p	
	655		Nestorius		ܢܣܛܘܪܝܘܣ	9KL93RUC	19; 101; 105	3.1.17; 3.2.35; 3.2.39	19; 101; 105#3.1.17; 3.2.35; 3.2.39	p#ch							http://syriaca.org/keyword/male	9KL93RUC	19; 101; 105	"Nestorius was dyophysite patriarch of Constantinople and subscribed to controversial Christological positions. He argued that the Virgin Mary should not be called ""Mother of God"", but only ""Mother of Christ"". Some, such as Cyril of Alexandria, interpreted this as a diminution of Christ's divinity. His opponents eventually achieved that Nestorius was condemned and deposed at the council of Ephesus in 431. He was sent into exile to Egypt where he died about 20 years later. In the later miaphysite tradition, he was portrayed as an arch-heretic who had supposedly divided Christ into two distinct beings, the man Jesus and the divine Logos, who had not been with Jesus from birth, but only infused him at a later point."	N42AM4Q2	1068-1069	428-431	0428-04-01		floruit	N42AM4Q2	1068-1069		0451-01-01	0451-12-31	death	N42AM4Q2	1068-1069	Nestorius	JLMCGNS9	CPG	5665-5754#III, 107-125	entry#p	https://en.wikipedia.org/wiki/Nestorius
			al-Nu'man I ibn Imru al-Qays		ܢܘܥܡܢ	9KL93RUC	286	3.4.6	286#3.4.6	p#ch							http://syriaca.org/keyword/male	9KL93RUC	286	Al-Nu'man ruled the Nasrid confederation of Arabs at the start of the 5th century. He constructed splendid palaces in his capital Hirta/al-Hira, as a result of which authors like Joh. Eph., EH 6.4 called the Nasrid capital 'Hirta of Nu'man'.	6RXKPRGP	770	c.400-c.418			floruit	6RXKPRGP	770							Naamanes	6RXKPRGP	PLRE 2	Naamanes#770	entry#p	https://en.wikipedia.org/wiki/Al-Nu%27man_I_ibn_Imru_al-Qays
			al-Nu'man ibn al-Mundhir		ܢܥܡܢ ܒܪܗ ܕܡܢܕܪ	9KL93RUC	120; 176	3.3.42	120; 176#3.3.42	p#ch							http://syriaca.org/keyword/male	9KL93RUC	120; 176	The son of al-Mundhir and a staunch miaphysite, al-Nu'man became the leader of the Jafnid confederation after the arrest of al-Mundhir in 581. He rejected Maurice's demand to accept the doctrines of Chalcedon and was therefore also arrested and sent into exile.	7K28WD3W	908	581-584	0581-01-01		floruit	7K28WD3W	908		0584-12-31		death	7K28WD3W	908	Naamanes	7K28WD3W	PLRE 3	Naamanes#908	entry#p	https://en.wikipedia.org/wiki/Al-Nu%27man_VI_ibn_al-Mundhir
	3240		Paul (bishop of Aphrodisias)		ܦܘܠܐ ܐܣܝܢܐ	9KL93RUC	14; 53; 54; 109; 110; 111	3.1.14; 3.2.42; 3.2.43; 3.2.44	14; 53; 54; 109; 110; 111#3.1.14; 3.2.42; 3.2.43; 3.2.44	p#ch	ܣܒܐ ܗܢܐ	9KL93RUC	14#3.1.15	p#ch	14	3.1.15	http://syriaca.org/keyword/male	9KL93RUC	14; 53; 54; 109; 110; 111	Paul was a miaphysite bishop ordained by Jacob Burd'oyo around 558 and an important figure in the tritheist debate of the 560s. He was pressured into accepting the Chalcedonian communion in 571 and reordained as bishop of Antioch in Caria. He appears in Joh. Eph., EH 1.14 and 2.42-43.	WJWVUEP5	780-781	c.558-c.576	0558-01-01	0576-12-31	floruit	WJWVUEP5	780-781			0576-12-31	death	WJWVUEP5	780-781	Paulos	WJWVUEP5	Pros. Chret.	Paulos 28#780-781	entry#p	
	72		Paul ('the Black', patriarch of Antioch)		ܦܘܠܘܣ	9KL93RUC	18; 19; 50; 51; 52; 55; 56; 57; 58; 66; 77; 190; 191; 192; 196; 197; 198; 199; 200; 201; 202; 203; 204; 206; 207; 208; 213; 214; 215; 216; 218; 219; 222; 226; 228; 230; 231; 232; 233; 243; 244; 245; 246; 247; 248; 249	3.1.17; 3.1.41; 3.2.2; 3.2.3; 3.2.4; 3.2.8; 3.2.15; 3.4.10; 3.4.11; 3.4.12; 3.4.14; 3.4.15; 3.4.16; 3.4.17; 3.4.18; 3.4.19; 3.4.20; 3.4.21; 3.4.32; 3.4.34; 3.4.35; 3.4.36; 3.4.39; 3.4.41; 3.4.43; 3.4.45; 3.4.46; 3.4.47; 3.4.48; 3.4.54; 3.4.55; 3.4.56; 3.4.57; 3.4.58; 3.4.59; 3.4.60	18; 19; 50; 51; 52; 55; 56; 57; 58; 66; 77; 190; 191; 192; 196; 197; 198; 199; 200; 201; 202; 203; 204; 206; 207; 208; 213; 214; 215; 216; 218; 219; 222; 226; 228; 230; 231; 232; 233; 243; 244; 245; 246; 247; 248; 249#3.1.17; 3.1.41; 3.2.2; 3.2.3; 3.2.4; 3.2.8; 3.2.15; 3.4.10; 3.4.11; 3.4.12; 3.4.14; 3.4.15; 3.4.16; 3.4.17; 3.4.18; 3.4.19; 3.4.20; 3.4.21; 3.4.32; 3.4.34; 3.4.35; 3.4.36; 3.4.39; 3.4.41; 3.4.43; 3.4.45; 3.4.46; 3.4.47; 3.4.48; 3.4.54; 3.4.55; 3.4.56; 3.4.57; 3.4.58; 3.4.59; 3.4.60	p#ch	ܦܛܪܝܪܟܐ ܕܝܠܢ	9KL93RUC	190#3.4.10	p#ch	190	3.4.10	http://syriaca.org/keyword/male	9KL93RUC	18; 19; 50; 51; 52; 55; 56; 57; 58; 66; 77; 190; 191; 192; 196; 197; 198; 199; 200; 201; 202; 203; 204; 206; 207; 208; 213; 214; 215; 216; 218; 219; 222; 226; 228; 230; 231; 232; 233; 243; 244; 245; 246; 247; 248; 249	Paul, nicknamed the Black, was of Alexandrian origin and lived in Constantinople together with the miaphysite patriarch Theodosius of Alexandria. Theodosius ordained him patriarch of Antioch in 564, but he never was accepted by all the miaphysites in Syria. Paul's position was further weakened in the early 570s, when he temporarily entered into communion with the Chalcedonians. Eventually, his opponents succeeded in ordaining Peter of Callinicum as counter-patriarch. According to Joh. Eph., EH 4.54-57, Paul spent his last years in hiding and his death went largely unnoticed.	U5Z65K65	32-33	564-581	0564-01-01		floruit	U5Z65K65	32-33		0581-01-01	0581-12-31	death	U5Z65K65	32-33	Paulus Antiochenus	JLMCGNS9	CPG	7203-7208#III, 359-360	entry#p	https://en.wikipedia.org/wiki/Paul_the_Black
			Paul ('the Jew', patriarch of Antioch)		ܦܘܠܐ ܝܗܘܕܝܐ	9KL93RUC	50	3.1.41	50#3.1.41	p#ch							http://syriaca.org/keyword/male	9KL93RUC	50	"After the deposition of the miaphysite champion Severus of Antioch, Paul, originally a presbyter at the church of Mart Euphemia in Chalcedon, was appointed patriarch of Antioch in 519. His uncompromising pro-Chalcedonian attitude and his policy of persecution led the miaphysites to refer to him as ""the Jew"". Justin I deposed him in 521 because of the unrest he caused."	U5Z65K65	27-28	519-521	0519-01-01	0521-12-31	floruit	U5Z65K65	27		0521-12-31		death	U5Z65K65	27						https://en.wikipedia.org/wiki/Paul_the_Jew
			Paul (father of Maurice)		ܦܘܠܘܣ	9KL93RUC	268	3.5.18	268#3.5.18	p#ch	ܐܒܘܗܝ	9KL93RUC	268; 269#3.5.18	p#ch	268; 269	3.5.18	http://syriaca.org/keyword/male	9KL93RUC	268	Having acceded on the imperial throne, Maurice invited his family, among them his father Paul, to Constantinople and presented them with much wealth and land property, as recorded in Joh. Eph., EH 5.18. Maurice made his father head of the senate, a position he held until his death in 593.	7K28WD3W	980-981	late 6th century			floruit	7K28WD3W	980-981		0593-01-01	0593-12-31	death	7K28WD3W	980-981	Paulus	7K28WD3W	PLRE 3	Paulus 23#980-981	entry#p	https://en.wikipedia.org/wiki/Paul_(father_of_Maurice)
			Paul (father of Peter of Callinicum)		ܦܘܠܐ	9KL93RUC	228	3.4.45	228#3.4.45	p#ch							http://syriaca.org/keyword/male	9KL93RUC	228	Joh. Eph., EH 4.45, mentions that Peter of Callinicum, the miaphysite patriarch of Antioch, was the son of a certain Paul.	9KL93RUC	228	mid-6th century			floruit	9KL93RUC	228												
	2469		Paul of Samosata		ܦܘܠܐ ܫܡܝܫܛܝܐ	9KL93RUC	17; 21	3.1.16; 3.1.18	17; 21#3.1.16; 3.1.18	p#ch							http://syriaca.org/keyword/male	9KL93RUC	17; 21	Paul was a bishop of Antioch in the 260s and a controversial theologian. He taught that Jesus had been born a mere man and been infused with the divine spirit only at his baptism. Denying the innate divine nature of Jesus, he was later framed as a precursor of Arianism and Nestorianism and condemned as a heretic.	5NKETXXN	IX, 428-429	260-268	0260-01-01	0268-12-31	floruit	5NKETXXN	IX, 428f.		0272-12-31		death	5NKETXXN	IX, 428f.						https://en.wikipedia.org/wiki/Paul_of_Samosata
			Peter (patriarch of Alexandria)		ܦܛܪܘܣ	9KL93RUC	49; 191; 193; 195; 196; 198; 199; 201; 203; 204; 205; 221; 222; 232; 260	3.1.40; 3.4.11; 3.4.12; 3.4.13; 3.4.14; 3.4.15; 3.4.16; 3.4.17; 3.4.18; 3.4.41; 3.4.48; 3.5.9	49; 191; 193; 195; 196; 198; 199; 201; 203; 204; 205; 221; 222; 232; 260#3.1.40; 3.4.11; 3.4.12; 3.4.13; 3.4.14; 3.4.15; 3.4.16; 3.4.17; 3.4.18; 3.4.41; 3.4.48; 3.5.9	p#ch							http://syriaca.org/keyword/male	9KL93RUC	49; 191; 193; 195; 196; 198; 199; 201; 203; 204; 205; 221; 222; 232; 260	The majority of the miaphysite Egyptian clergy elected Peter, by then an elderly deacon, patriarch of Alexandria in c.575, according to Joh. Eph., EH 4.11. He was the successor of Theodosius, who had died in 566, and his tenure lasted for only two years. In Joh. Eph., EH 4.12 and 16, he is credited with the ordination of over 70 new bishops. His patriarchate was thus a decisive point for the formation of the independent Egyptian miaphysite (Coptic) church.	NGTH294X	167-169	575-577	0575-01-01		floruit	NGTH294X	188		0577-12-31		death	NGTH294X	188						https://en.wikipedia.org/wiki/Pope_Peter_IV_of_Alexandria
			Peter Barsymes		ܦܛܪܘܣ ܕܒܪܣܘܡܝܣ	9KL93RUC	269	3.5.18	269#3.5.18	p#ch							http://syriaca.org/keyword/male	9KL93RUC	269	Peter, hailing from Syria, was a leading member of the imperial government during the reign of Justinian from the 540s to the early 560s. He served twice as pretorian prefect of the east in that period. Joh. Eph., EH 5.18, records that the emperor Maurice gave Peter's large residence to his sister Theoctista.	7K28WD3W	999-1002	c.542-c.562			floruit	7K28WD3W	999-1002		0562-12-31		death	7K28WD3W	999-1002	Petrus	7K28WD3W	PLRE 3	Petrus 9#999-1002	entry#p	https://en.wikipedia.org/wiki/Peter_Barsymes
	75		Peter of Callinicum		ܦܛܪܘܣ	9KL93RUC	51; 228; 249	3.1.41; 3.4.45; 3.4.60	51; 228; 249#3.1.41; 3.4.45; 3.4.60	p#ch							http://syriaca.org/keyword/male	9KL93RUC	51; 228; 249	Peter was a Syrian monastic who was ordained miaphysite patriarch of Antioch in 581 when Paul of Antioch was still alive, as reported in Joh. Eph., EH 4.45. Because of his communion with the Chalcedonians in the early 570s, Paul had lost much of his authority and large parts of the Syrian miaphysites did not recognise him anymore. Peter owed his accession to the episcopal throne to Damian of Alexandria, yet in the mid-580s, the two bishops fell out because of questions related to trinitarian theology. The ensuing schism between the miaphysite sees of Alexandria and Antioch lasted until 616.	N42AM4Q2	1179	581-591	0581-01-01		floruit	N42AM4Q2	1179	0591-04-22			death	N42AM4Q2	1179	Petrus Callinicensis	JLMCGNS9	CPG	7250-7259#III, 365-366	entry#p	https://en.wikipedia.org/wiki/Peter_III_of_Callinicum
			Peter (honorary consul)		ܦܛܪܘܣ	9KL93RUC	72; 215; 306	3.2.11; 3.4.35; 3.6.12	72; 215; 306#3.2.11; 3.4.35; 3.6.12	p#ch							http://syriaca.org/keyword/male	9KL93RUC	72; 215; 306	A member of the family of the emperor Anastasius and related to Justinian's top diplomat Peter the Patrician, Peter was a honorary consul and belonged to the top echelons of the imperial hierarchy. Joh. Eph., EH 2.11, records that he was a miaphysite and refused to take the Chalcedonian communion. In 4.35 and 6.12, he is named as one of the envoys sent to the Persian border for peace negotiations.	7K28WD3W	1003-1004	571-577			floruit	7K28WD3W	1003-1004		0577-12-31		death	7K28WD3W	1003-1004	Petrus	7K28WD3W	PLRE 3	Petrus 17#1003-1004	entry#p	
